Country Rank,Country name,Regional indicator,Ladder score,Standard error of ladder score,upperwhisker,diff_whisker,lowerwhisker,Logged GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption,Ladder score in Dystopia,Explained by: Log GDP per capita,GDPRatio,Explained by: Social support,SocialRatio,Explained by: Healthy life expectancy,LifeExpectancyRatio,Explained by: Freedom to make life choices,FreedomRatio,Explained by: Generosity,GenerosityRatio,Explained by: Perceptions of corruption,CorruptionRatio,Dystopia + residual,(D+R) Ratio,Residual (+/-),Life Ladder 2018,Positive Affect 2018,Negative Affect 2018,Std. Dev. of Ladder Score 2018,"Gini of Household income reported in Gallup, by wp5-year 2018","GINI index (World Bank estimate), avg. 2000-16",Confidence in National Government 2018 ,Ladder score change from 2008-2012,Years missing from data set ,Total sample size 2017-2019,Most Recent Mode,Sample size 2019,Sample size 2018,Sample size 2017,Mode of interview 2019,Mode of interview 2018,Mode of interview 2017,Boolean Mode Change,Languages of interview 2019,Languages of interview 2018,Langauges of interview 2017,Avg. % of excluded population,% of excluded population 2019,% of excluded population 2018,% of excluded population 2018,Non-numeric exclusions,Notes 2019,Notes 2018,Notes 2017,2016 Suicide Rate (Both Genders),Notes on Suicide Data,"Mortality rate due to homicide (per 100,000 population) 2017",Domestic general government health expenditure (GGHE-D) as percentage of general government expenditure (GGE)z (%) 2017,Age-standardized prevalence of raised blood pressure among persons aged 18+ yearsaj (SBP of >140 mmHg and/or DBP >90 mmHg) 2015
37,Slovakia,Central and Eastern Europe,6.280600071,0.03889757,6.35683918,0.152478218,6.204360962,10.34774971,0.922493756,68.90634155,0.749952674,-0.124409303,0.918096125,1.972316742,1.194837689,0.1902426,1.424331188,0.22678266,0.853465259,0.135889127,0.423542529,0.067436634,0.116729774,0.018585768,0.011291441,0.001797828,2.256422043,0.35926854,0.284105301,6.235111,0.754105,0.25319,1.77507,0.274585,0.26725,0.327659,0.311364174,0,3080,Face-to-Face (HH)*,1080,1000,1000,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,"Hungarian, Slovak ","Hungarian, Slovak ","Hungarian, Slovak ",0,,,,,,,,12.8,,1.3,13.3,28.5
38,Uzbekistan,Commonwealth of Independent States,6.257599831,0.05422755,6.36388588,0.212572098,6.151313782,8.740371704,0.926595807,65.10757446,0.974998116,0.248427153,0.501497388,1.972316742,0.696652949,0.111329099,1.434020042,0.229164549,0.716703713,0.114533325,0.693270326,0.110788536,0.363311023,0.058059165,0.280260265,0.044787182,2.073346615,0.33133257,0.101029873,6.20546,0.825422,0.20866,2.426438,0.384974,0.348,0.969356,0.767776012,0,3080,Face-to-Face (HH)*,1080,1000,1000,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,"Uzbek, Russian ","Uzbek, Russian ","Uzbek, Russian ",0,,,,,,,,7.4,,1.7,10.2,25.6
39,Chile,Latin America and Caribbean,6.228499889,0.045723889,6.318118572,0.179237365,6.138881207,10.0320549,0.879713595,69.90061951,0.744896293,-0.065668367,0.838239431,1.972316742,1.096992493,0.176124671,1.323286891,0.212456758,0.889260828,0.142772874,0.417482227,0.067027733,0.155579001,0.024978567,0.06284935,0.010090608,2.283012867,0.36654297,0.310696125,6.436221,0.832562,0.27582,2.152998,0.434313,0.491571,0.334744,-0.168074608,0,3100,Face-to-Face (HH)*,1060,1000,1040,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,Spanish,Spanish,Spanish,0.03346666667,0,0.1,0.0004,,,A few remote and sparsely populated municipalities were excluded due to difficulties of access. The excluded areas represent less than 1% of the population.,"Remote areas Antartica, Easter Island and Juan Ferna_ndez Island are excluded. The excluded portion for approximately 0.04% of the population of the country. ",10.6,,4,17.7,20.9
40,Bahrain,Middle East and North Africa,6.227300167,0.081882261,6.387789249,0.320978164,6.066811085,10.67638016,0.876342118,68.5,0.905855775,0.13372919,0.7393471,1.972316742,1.296692252,0.208227035,1.31532371,0.211218935,0.838836372,0.134703057,0.610399902,0.09801999,0.287453711,0.046160247,0.126697257,0.020345455,1.751917362,0.28132856,-0.22039938,,,,,,,,0.800364971,1,2124,Landline and Mobile Telephone,1060,0,1064,Landline and Mobile Telephone,,Landline and Mobile Telephone,,"Arabic, English",,"Arabic, English",0,,,,Language,"Includes only Bahrainis, Arab expatriates and non-Arabs who were able to complete the interview in Arabic or English ",,"Includes only Bahrainis, Arab expatriates and non-Arabs who were able to complete the interview in Arabic or English ",5.9,,0.2,8.5,21.4
41,Lithuania,Central and Eastern Europe,6.215499878,0.044193108,6.302118301,0.173236847,6.128881454,10.34362602,0.926107109,67.29407501,0.747381449,-0.219725296,0.809583843,1.972316742,1.193559647,0.19202955,1.432865739,0.230531054,0.795421183,0.127973807,0.42046079,0.06764714,0.053691041,0.00863825,0.081350274,0.013088291,2.238146067,0.36009108,0.265829325,6.308879,0.516805,0.21356,1.95395,0.330166,0.355,0.323758,0.767861366,0,3080,Face-to-Face (HH)*,1080,1000,1000,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,Lithuanian,Lithuanian,Lithuanian,0.03,0.09,0,0,,People living in very small settlements (with less than 100 inhabitants) were excluded from survey. These excluded areas represent approximately 9% of the population.,,,31.9,,5.1,12.8,29.3
42,Trinidad and Tobago,Latin America and Caribbean,6.191899776,0.114448458,6.416218758,0.448637963,5.967580795,10.26000214,0.91529417,63.5,0.857907116,0.000526841,0.912230611,1.972316742,1.167641521,0.188575649,1.407326221,0.227285045,0.658828557,0.106401683,0.55293113,0.089299109,0.199358255,0.032196622,0.015078396,0.002435181,2.190695763,0.35380026,0.218379021,,,,,,,,-0.41550684,2,504,Face-to-Face (HH)*,0,0,504,,,Face-to-Face (HH)*,,,,English,0,,,,,,,,13.6,,36.2,11.2,25.8
43,Poland,Central and Eastern Europe,6.186299801,0.035500165,6.255880356,0.13916111,6.116719246,10.26512432,0.874257445,69.31113434,0.862055779,-0.205084071,0.686927021,1.972316742,1.16922915,0.189002988,1.310399771,0.211822869,0.868038476,0.140316264,0.557903528,0.09018372,0.063374244,0.010244289,0.160541251,0.025951095,2.056797981,0.33247629,0.084481239,,,,,,,,0.374665737,0,3080,Face-to-Face (HH)*,1080,1000,1000,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,Polish,Polish,Polish,0.01666666667,0.05,,,,Low population areas were excluded. The excluded areas represent approximately 5 percent of the population.,,,16.2,,0.9,10.9,28.7
44,Colombia,Latin America and Caribbean,6.163400173,0.056480873,6.274102688,0.221405029,6.052697659,9.500369072,0.884440243,67.69958496,0.836179912,-0.161235645,0.86457181,1.972316742,0.93220371,0.151248286,1.33445096,0.21651214,0.810020149,0.131424234,0.526890039,0.085486911,0.092374094,0.014987522,0.04584837,0.007438811,2.421656609,0.3929092,0.449339867,5.983512,0.825455,0.300624,2.682672,0.506854,0.5416,0.27487,-0.173781395,0,3000,Face-to-Face (HH)*,1000,1000,1000,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,Spanish,Spanish,Spanish,0,,,,,,,,7.2,,41.7,17.5,19.2
45,Cyprus,Western Europe,6.15899992,0.050605938,6.258187771,0.198375702,6.059812069,10.40570259,0.805996239,73.70222473,0.779858291,0.043731496,0.856271744,1.972316742,1.21279943,0.196914994,1.149170756,0.186583986,1.026124597,0.166605717,0.459385872,0.074587738,0.227932334,0.037008011,0.051207144,0.008314198,2.032334805,0.32997805,0.060018063,6.276443,0.750122,0.298021,2.128885,0.448661,0.326167,0.35244,-0.368659973,0,3077,Landline and Mobile Telephone,1043,1026,1008,Landline and Mobile Telephone,Landline and Mobile Telephone,Landline and Mobile Telephone,,"Greek, English ","Greek, English ","Greek, English ",0,,,,,,,,5.3,,1.2,7.6,19.8
46,Nicaragua,Latin America and Caribbean,6.13710022,0.063886963,6.262318611,0.250436783,6.011881828,8.493160248,0.857497036,67.50717926,0.863902867,0.020959141,0.665950119,1.972316742,0.620033145,0.101030311,1.27081275,0.207070555,0.803093255,0.130858749,0.560117304,0.09126742,0.212871477,0.034686003,0.174084574,0.028365933,2.496081114,0.40671995,0.523764372,5.818953,0.792649,0.40835,2.711076,0.429591,0.4795,0.343467,0.742199421,0,3080,Face-to-Face (HH)*,1080,1000,1000,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,Spanish,Spanish,Spanish,0,,,,,,,,12.2,,9.4,18.6,20.8
47,Romania,Central and Eastern Europe,6.123700142,0.047432564,6.216668129,0.185935974,6.030732155,10.107584,0.825161517,67.20723724,0.842823207,-0.19781521,0.934300244,1.972316742,1.120401621,0.182961542,1.1944381,0.195051696,0.79229486,0.12938172,0.534852326,0.087341364,0.068181619,0.011134056,0.000829569,0.000135469,2.412749767,0.39400195,0.440433025,6.150879,0.735343,0.298454,2.196567,0.348827,0.3658,0.226351,1.007380962,0,3083,Face-to-Face (HH)*,1080,1002,1001,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,Romanian,"Romanian, Hungarian ","Romanian, Hungarian ",0,,,,,,,,10.4,,1.4,12.1,30
48,Kuwait,Middle East and North Africa,6.102099895,0.053297732,6.206563473,0.208927155,5.997636318,11.08982468,0.846475244,66.76764679,0.872366488,-0.100184701,0.760849059,1.972316742,1.424833655,0.233498907,1.244779825,0.203992043,0.776468933,0.127246185,0.570261419,0.093453308,0.132751092,0.021754985,0.112814933,0.018487887,1.840167999,0.30156307,-0.132148743,,,,,,,,-0.433106422,0,3023,Landline and Mobile Telephone,1023,1000,1000,Landline and Mobile Telephone,Mobile Telephone,Landline and Mobile Telephone,Y,"Arabic, English ","Arabic, English ","Arabic, English ",0,,,,Language,"Includes only Kuwaitis, Arab expatriates and non-Arabs who were able to complete the interview in Arabic or English. ","Includes only Kuwaitis, Arab expatriates and non-Arabs who were able to complete the interview in Arabic or English. ","Includes only Kuwaitis, Arab expatriates and non-Arabs who were able to complete the interview in Arabic or English. ",2.3,,1.8,8.9,23.6
49,Mauritius,Sub-Saharan Africa,6.101299763,0.057226494,6.213463783,0.224328041,5.989135742,9.956786156,0.910357833,66.40434265,0.889534533,-0.018318573,0.805343091,1.972316742,1.07366395,0.175972988,1.395666838,0.228749101,0.763389409,0.125119145,0.590838134,0.096838077,0.186894551,0.030631924,0.084088229,0.013782019,2.006720543,0.3289005,0.034403801,5.881741,0.773952,0.157993,2.557258,0.432354,0.3575,0.619251,0.624188423,0,3059,Landline and Mobile Telephone,1059,1000,1000,Landline and Mobile Telephone,Landline and Mobile Telephone,Landline and Mobile Telephone,,"Creole, English, French ","Creole, English, French ","Creole, English, French ",0,,,,,,,,7.8,,3.3,10,25
50,Kazakhstan,Commonwealth of Independent States,6.057899952,0.043229785,6.1426301,0.169460296,5.973169804,10.11465836,0.934744895,64.60996246,0.811601937,-0.068488635,0.764490843,1.972316742,1.122594237,0.185310792,1.453267694,0.239896285,0.698788941,0.115351681,0.497432142,0.082112968,0.153713793,0.025374106,0.110463686,0.01823465,2.021602631,0.33371344,0.049285889,6.007636,0.693199,0.161542,1.878689,0.384011,0.305867,0.615032,0.402791977,0,3080,Face-to-Face (HH)*,1080,1000,1000,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,"Russian, Kazakh ","Russian, Kazakh ","Russian, Kazakh ",0,,,,,,,,22.5,,6,7.9,27.1
51,Estonia,Central and Eastern Europe,6.021800041,0.035985194,6.092330933,0.141061783,5.95126915,10.34001732,0.934729993,68.60495758,0.87770915,-0.111697771,0.623073816,1.972316742,1.192441225,0.198020728,1.453232527,0.241328592,0.842615008,0.139927431,0.576664805,0.095762862,0.125136748,0.020780622,0.201766819,0.033506064,1.629928112,0.27067124,-0.34238863,6.091302,0.79473,0.163182,1.762924,0.367195,0.332462,0.420203,0.645202637,0,3080,Face-to-Face (HH)*,1080,1000,1000,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,"Estonian, Russian ","Estonian, Russian ","Estonian, Russian ",0,,,,,,,,17.8,,2.5,12.2,27.4
52,Philippines,Southeast Asia,6.006000042,0.049858402,6.103722572,0.19544506,5.908277512,8.993545532,0.846730053,61.92676163,0.915463448,-0.105463006,0.733634114,1.972316742,0.775120676,0.129057721,1.245381713,0.207356261,0.602189481,0.100264648,0.621915162,0.103548977,0.129260212,0.021521847,0.130385727,0.021709245,2.501741886,0.41654044,0.529425144,5.869173,0.772846,0.393481,2.700258,0.474452,,0.802007,1.104187965,0,4090,Face-to-Face (HH)*,2090,1000,1000,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,"Filipino, Iluko, Hiligaynon, Cebuano, Chavacano ","Filipino, Iluko, Hiligaynon, Cebuano, Maranao, Waray, Sorsoganon ","Filipino, Iluko, Hiligaynon, Cebuano, Masbatenyo, Waray, Tausug ",0.006666666667,0.01,0.01,0,,"Some areas were excluded from the sampling frame, due to security concerns (such as barangays considered as war zones in Marawi) and areas that are remote or inaccessible. The excluded population from these areas represent less than 1% of the population. ","Some areas were excluded from the sampling frame, due to security concerns (such as barangays considered as war zones in Marawi) and areas that are remote or inaccessible. The excluded population from these areas represent less than 1% of the population. ",,3.2,,14.3,7.1,22.6
53,Hungary,Central and Eastern Europe,6.000400066,0.039473221,6.077767372,0.154734611,5.923032761,10.24924374,0.921934128,67.60997009,0.718964577,-0.194323018,0.892916501,1.972316742,1.164307117,0.194038248,1.423009396,0.23715242,0.806793869,0.13445668,0.386401802,0.064396007,0.070491239,0.011747757,0.027548173,0.004591056,2.121845722,0.35361738,0.14952898,,,,,,,,1.195219994,0,3080,Face-to-Face (HH)*,1080,1000,1000,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,Hungarian,Hungarian,Hungarian,0,,,,,,,,19.1,,1.5,10.1,30
54,Thailand,Southeast Asia,5.998799801,0.042596295,6.082288742,0.166977882,5.91531086,9.741791725,0.889973223,67.25059509,0.905063033,0.268685192,0.886272311,1.972316742,1.007029295,0.167871796,1.347519517,0.22463152,0.793855846,0.132335779,0.609449804,0.10159529,0.376709014,0.062797397,0.031837862,0.005307372,1.832384109,0.30545845,-0.139932633,6.011562,0.843489,0.19819,2.105743,0.482407,0.396692,0.605364,-0.095407963,0,4000,Face-to-Face (HH)*,2000,1000,1000,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,Thai,Thai,Thai,0.04,0.04,0.04,0.04,,"Three provinces in the South region (Pattani, Narathiwat, and Yala) were excluded for security reasons; in addition, a few districts in other provinces were excluded. The excluded areas in total represent less than 4% of the population. ","Three provinces in the South region (Pattani, Narathiwat, and Yala) were excluded for security reasons; in addition, a few districts in other provinces were excluded. The excluded areas in total represent less than 4% of the population. ","Three provinces in the South region (Pattani, Narathiwat, and Yala) were excluded for security reasons; in addition, a few districts in other provinces were excluded. The excluded areas in total represent less than 4% of the population. ",14.4,,4.1,15,22.3
55,Argentina,Latin America and Caribbean,5.974699974,0.053441759,6.079445839,0.20949173,5.869954109,9.810955048,0.900567949,68.80380249,0.831132412,-0.194913864,0.842009842,1.972316742,1.028465629,0.172136782,1.372543693,0.229725961,0.849773705,0.142228682,0.520840347,0.08717431,0.070100471,0.011732886,0.060415059,0.010111815,2.072540998,0.3468862,0.100224256,5.792797,0.82031,0.320502,2.472559,0.405356,0.460938,0.261352,-0.439862251,0,3060,Face-to-Face (HH)*,1060,1000,1000,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,Spanish,Spanish,Spanish,0.057,0.057,0.057,0.057,,Those living in dispersed rural population areas were excluded. This represents about 5.7% of the population.,Those living in dispersed rural population areas were excluded. This represents about 5.7% of the population.,Those living in dispersed rural population areas were excluded. This represents about 5.7% of the population.,9.2,,6.4,16.1,22.6
56,Honduras,Latin America and Caribbean,5.953199863,0.065731592,6.082033634,0.257667541,5.824366093,8.424534798,0.821870148,67.19876862,0.870603263,0.086969115,0.801131904,1.972316742,0.598763585,0.100578445,1.186664104,0.199332146,0.791989982,0.133036014,0.568148077,0.095435747,0.256528199,0.043090809,0.086807102,0.014581587,2.464295387,0.41394468,0.491978645,5.908424,0.871845,0.287358,3.13472,0.672159,0.546688,0.398914,0.577702999,0,3000,Face-to-Face (HH)*,1000,1000,1000,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,Spanish,Spanish,Spanish,0,,,,,,,,2.9,,57.8,11.7,21.4
57,Latvia,Central and Eastern Europe,5.949999809,0.034838136,6.018282413,0.136565208,5.881717205,10.17531967,0.918288589,66.8074646,0.671237648,-0.186888844,0.795580089,1.972316742,1.14139545,0.191831174,1.414398789,0.23771409,0.777902424,0.130739907,0.329198807,0.055327532,0.075407945,0.012673605,0.090391524,0.015191853,2.121283054,0.35651817,0.148966312,5.901154,0.585233,0.191871,1.718402,0.33042,0.360333,0.197162,0.95134306,0,3103,Face-to-Face (HH)*,1080,1021,1002,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,"Latvian, Russian ","Latvian, Russian ","Latvian, Russian ",0,,,,,,,,21.2,,5.9,9,29.4
58,Ecuador,Latin America and Caribbean,5.925199986,0.052880634,6.028846264,0.207292557,5.821553707,9.246058464,0.836418986,68.50003815,0.859828949,-0.127014965,0.801215112,1.972316742,0.853383601,0.144026126,1.221027613,0.206073654,0.838837743,0.141571212,0.555234551,0.09370731,0.115006477,0.019409721,0.086753383,0.014641427,2.254933834,0.3805667,0.282617092,6.12801,0.876475,0.328171,2.485788,0.438512,0.496,0.402085,0.142819881,0,3000,Face-to-Face (HH)*,1000,1000,1000,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,Spanish,Spanish,Spanish,0,,,,,,,,7.1,,6.4,11.9,17.9
59,Portugal,Western Europe,5.910900116,0.053158198,6.015089989,0.208379746,5.806710243,10.26374245,0.886590719,72.40202332,0.888747811,-0.220714301,0.892629504,1.972316742,1.168800831,0.197736522,1.339530349,0.226620366,0.979315281,0.165679552,0.589895189,0.099797861,0.053036947,0.008972736,0.027733466,0.004691919,1.752558708,0.29649608,-0.219758034,5.919823,0.679104,0.317995,2.170622,0.418466,0.367538,0.520631,0.686313629,0,3029,Landline and Mobile Telephone,1026,1003,1000,Landline and Mobile Telephone,Landline and Mobile Telephone,Landline and Mobile Telephone,,Portuguese,Portuguese,Portuguese,0,,,,,,,,14,,0.9,13,24.4
60,Jamaica,Latin America and Caribbean,5.889800072,0.120590433,6.126157284,0.472714424,5.65344286,9.006250381,0.915701866,67.09999847,0.858068526,-0.125106767,0.888890028,1.972316742,0.779058397,0.132272469,1.408289194,0.239106451,0.788434088,0.133864321,0.553124607,0.093912289,0.116268493,0.019740652,0.030147785,0.005118643,2.214436531,0.37597822,0.242119789,,,,,,,,0.515312672,1,1005,Face-to-Face (HH)*,501,0,504,Face-to-Face (HH)*,,Face-to-Face (HH)*,,English,,English,0,,,,,,,,2.2,,57.4,13.3,21.8
61,South Korea,East Asia,5.872399807,0.044085015,5.958806515,0.172813416,5.785993099,10.51056671,0.799387157,73.6027298,0.612965107,-0.043404032,0.789067447,1.972316742,1.245300651,0.212059923,1.133560538,0.193031908,1.022542596,0.17412687,0.25935635,0.044165309,0.170303866,0.029000727,0.094596282,0.016108624,1.946757078,0.33150963,-0.025559664,5.840231,0.661209,0.217146,2.043847,0.398591,0.319,0.389084,-0.144899368,0,3031,Landline and Mobile Telephone,1016,1015,1000,Landline and Mobile Telephone,Landline and Mobile Telephone,Landline and Mobile Telephone,,Korean,Korean,Korean,0,,,,,,,,26.9,,0.7,13.4,11
62,Japan,East Asia,5.870800018,0.041391667,5.951927662,0.162255287,5.789672375,10.57968903,0.883545935,75.00096893,0.809961379,-0.246910349,0.654558063,1.972316742,1.26672411,0.215766864,1.332338691,0.226943293,1.072881341,0.182748746,0.495465875,0.08439495,0.03571178,0.006082949,0.181439638,0.030905437,1.486200333,0.25315124,-0.486116409,5.793575,0.703355,0.1853,1.916026,0.418662,0.321,0.38488,-0.10841322,0,3028,Landline and Mobile Telephone,1023,1003,1002,Landline and Mobile Telephone,Landline and Mobile Telephone,Landline and Mobile Telephone,,Japanese,Japanese,Japanese,0.01,0.01,0.01,0.01,,"Landline RDD, excluded 12 municipalities near the nuclear power plant in Fukushima. These areas were designated as not-to-call districts due to the devastation from the 2011 disasters. The exclusion represents less than 1% of the population of Japan. ","Landline RDD, excluded 12 municipalities near the nuclear power plant in Fukushima. These areas were designated as not-to-call districts due to the devastation from the 2011 disasters. The exclusion represents less than 1% of the population of Japan. ","Landline RDD, excluded 12 municipalities near the nuclear power plant in Fukushima. These areas were designated as not-to-call districts due to the devastation from the 2011 disasters. The exclusion represents less than 1% of the population of Japan. ",18.5,,0.2,23.6,17.6
63,Peru,Latin America and Caribbean,5.796800137,0.061311204,5.916970253,0.240340233,5.67663002,9.456313133,0.831075251,68.10023499,0.824766099,-0.16238822,0.893714964,1.972316742,0.91854918,0.15845797,1.208405972,0.208460865,0.824444175,0.142224012,0.513210058,0.088533337,0.091611817,0.01580386,0.02703266,0.004663376,2.213499546,0.38184852,0.241182804,5.679661,0.808621,0.380033,2.694196,0.503061,0.479647,0.202403,0.201412678,0,3000,Face-to-Face (HH)*,1000,1000,1000,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,Spanish,Spanish,Spanish,0,,,,,,,,4.9,,9.1,14.9,13.7
64,Serbia,Central and Eastern Europe,5.77820015,0.050712325,5.877596378,0.198792457,5.678803921,9.680980682,0.881475747,68.21020508,0.726495862,-0.073676221,0.843509018,1.972316742,0.988181829,0.171018968,1.327448964,0.229733988,0.828403294,0.143367013,0.395428419,0.068434531,0.15028289,0.026008599,0.059447147,0.010288177,2.029040098,0.35115435,0.056723356,5.936493,0.558941,0.296296,2.246089,0.356203,,0.476145,1.073669434,0,3080,Face-to-Face (HH)*,1080,1000,1000,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,Serbian,Serbian,Serbian,0,,,,,,,,15.6,,1.8,11.9,29.5
65,Bolivia,Latin America and Caribbean,5.747499943,0.050645422,5.846765041,0.198530197,5.648234844,8.851115227,0.803108692,63.6004715,0.875873327,-0.09168113,0.822606206,1.972316742,0.730976343,0.127181618,1.142350554,0.198756079,0.662445664,0.115258055,0.5744645,0.099950327,0.138375074,0.024075698,0.072942637,0.012691194,2.425928593,0.42208414,0.453611851,5.915734,0.741973,0.387469,2.204542,0.450113,0.5216,0.399588,-0.043299198,0,3000,Face-to-Face (HH)*,1000,1000,1000,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,Spanish,Spanish,Spanish,0.07333333333,0.11,0.11,0,,Very remote areas that lack regular public transport were excluded due to difficulty of access. The exclusions represent approximately 11% of the population.,Very remote areas that lack regular public transport were excluded due to difficulty of access. The exclusions represent approximately 11% of the population.,,12.2,Name Change,8.1,11.5,17.9
66,Pakistan,South Asia,5.69329977,0.048216224,5.78780365,0.189007759,5.598795891,8.482727051,0.689062297,58.25313568,0.734833717,0.04489987,0.745705426,1.972316742,0.616799474,0.108337783,0.872979581,0.153334554,0.469933242,0.082541454,0.405421734,0.071210326,0.228705063,0.040170915,0.122592121,0.021532701,2.976876736,0.5228737,1.004559994,5.471554,0.567295,0.376706,2.36315,0.381665,0.315125,0.589388,0.629393578,0,3691,Face-to-Face (HH)*,1091,1000,1600,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,Urdu,Urdu,Urdu,0.05,0.05,0.05,0.05,Gender,"Did not include AJK, Gilgit-Baltistan. The excluded area represents approximately 5% of the population. Gender-matched sampling was used during the final stage of selection. ","Did not include AJK, Gilgit-Baltistan. The excluded area represents approximately 5% of the population. Gender-matched sampling was used during the final stage of selection. ",Did not include AJK. The excluded area represents approximately 5% of the population. Gender-matched sampling was used during the final stage of selection.,2.9,,5.2,4.3,30.5
67,Paraguay,Latin America and Caribbean,5.692100048,0.051957864,5.793937683,0.20367527,5.590262413,9.389982224,0.898727894,65.63993835,0.885923445,0.007997713,0.834788501,1.972316742,0.897990823,0.157760899,1.36819756,0.240367799,0.735869646,0.129279113,0.586510062,0.10303931,0.204299241,0.035891716,0.065077379,0.01143293,1.83412528,0.32222295,-0.138191462,,,,,,,,-0.004532337,0,3079,Face-to-Face (HH)*,1079,1000,1000,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,"Spanish, Jepora ","Spanish, Jepora ","Spanish, Jepora ",0,,,,,,,,9.5,,9.1,10.5,24.6
68,Dominican Republic,Latin America and Caribbean,5.689199924,0.069831297,5.826069355,0.273738861,5.552330494,9.664880753,0.882085383,65.80748749,0.866202772,-0.131263286,0.755999923,1.972316742,0.983191848,0.172817243,1.328888893,0.23358098,0.741901696,0.130405278,0.5628739,0.098937268,0.112196781,0.019721012,0.115945682,0.020379963,1.844246864,0.3241663,-0.128069878,5.433216,0.744872,0.291403,3.395454,0.520095,0.484706,0.421771,0.656322002,0,3078,Face-to-Face (HH)*,1078,1000,1000,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,Spanish,Spanish,Spanish,0,,,,,,,,9.9,,16,15.6,21.5
69,Bosnia and Herzegovina,Central and Eastern Europe,5.674099922,0.046385963,5.765016556,0.181833267,5.583183289,9.455817223,0.829204142,67.80813599,0.651352704,0.098274559,0.933769107,1.972316742,0.91839546,0.16185747,1.203986526,0.21218987,0.813928187,0.14344622,0.305365741,0.053817477,0.264005244,0.046528127,0.001172487,0.000206638,2.16724205,0.38195345,0.194925308,5.887401,0.64294,0.277365,1.98775,0.385817,0.3256,0.254097,0.82387352,0,3080,Face-to-Face (HH)*,1080,1000,1000,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,"Bosnian, Croatian, Serbian ","Bosnian, Croatian, Serbian ","Bosnian, Croatian, Serbian ",0,,,,,,,,8.8,,1.6,15.5,30.8
70,Moldova,Commonwealth of Independent States,5.607500076,0.042275578,5.690360069,0.165719986,5.524640083,8.776714325,0.843313575,65.01301575,0.721609175,-0.037741039,0.913314283,1.972316742,0.707916796,0.126244634,1.237312198,0.220653086,0.713299453,0.127204537,0.389571488,0.069473292,0.174049184,0.031038641,0.014378744,0.002564199,2.370968342,0.42282092,0.3986516,5.682277,0.581715,0.270072,2.034441,0.40069,0.326059,0.237632,-0.07779789,0,3080,Face-to-Face (HH)*,1080,1000,1000,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,"Romanian/Molda vian, Russian ","Romanian/Molda vian, Russian ","Romania, Russian ",0.13,0.13,0.13,0.13,,Transnistria (Prednestrovie) excluded for safety of interviewers. The excluded area represents approximately 13% of the population.,Transnistria (Prednestrovie) excluded for safety of interviewers. The excluded area represents approximately 13% of the population.,Transnistria (Prednestrovie) excluded for safety of interviewers. The excluded area represents approximately 13% of the population.,15.9,Name Change,3.4,11.6,29.8
71,Tajikistan,Commonwealth of Independent States,5.555699825,0.032321576,5.619050026,0.126700401,5.492349625,8.024810791,0.835297108,64.10459137,0.831383407,-0.025088511,0.592076063,1.972316742,0.474874616,0.085475211,1.218377709,0.219302293,0.680594802,0.122503883,0.521141171,0.093802975,0.182417125,0.03283423,0.221779913,0.039919348,2.25650835,0.40616096,0.284191608,,,,,,,,0.999043465,0,5080,Face-to-Face (HH)*,1080,3000,1000,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,Tajik,Tajik,Tajik,0,,,,,,,,2.5,,2.1,5.9,26.1
